name,price,depreciation,mileage,eng_cap,power,reg_date,coe_left,owners,omv,arf,accessories,new_name
Hyundai Elantra 1.6A ,52800,12350,120000,1591,95,24-Jul-13,4.27,3,11608,6608,"Leather seats, sport rims, DVD Android player, knockdown rear seats, auto fold side mirror.",Hyundai Elantra (2011-2014)
Porsche 911 Carrera S Coupe 3.0A PDK,699888,73520,24888,2981,331,25-Feb-22,7.92,1,145251,233452,"Stuttgart unit with 5 years warranty and 5 years free servicing. Akrapovich Exhaust fitted. 20/21"" BC Forged w Pilot Cup 2. Film protected",Porsche 911 (2008-2012)
BMW 5 Series 520i Sport,132777,21860,88000,1998,135,29-Nov-18,4.68,1,48911,60476,"BMW Touch Command, GPS, Connected Drive, Gearshift Paddles, 18"" Sports Rims, Mobile Phone Wireless Charging.",BMW 5 Series Sedan (2017-2020)
Audi Q5 2.0A TFSI Quattro S-tronic Sport,132800,22440,113088,1984,185,30-Nov-18,4.69,1,44970,54958,"19"" Sports Rims, MMI Navigation Audio System, Virtual Cockpit, Reverse Camera, Bluetooth, Audi Drive Select, Electric Leather Seats, Tailgate.",Audi Q5 (2017-2021)
Lexus NX Turbo NX200t Luxury Sunroof,81777,23260,109000,1998,175,30-Jun-16,2.27,2,47057,57880,"Panoramic Roof, Ventilated Seats Only In Luxury Model. Keyless Entry/start/stop, Power Tailgate, Factory Fitted Audio System With Bluetooth, Navi.",Lexus NX 300 (2015-2021)
BMW 5 Series 530i Luxury,109777,26460,81000,1998,185,21-Mar-17,2.99,1,49363,61109,"BMW Touch Command, Gesture Control,GPS, Connected Drive, Surround Cameras,luxury Line, Gearshift Paddles,18"" Sport Rims,mobile Phone Wireless Charging",BMW 530i
Honda Vezel 1.5A G Honda Sensing,129998,14540,25253,1496,87,13-Oct-22,8.55,1,24189,10865,"Keyless entry/start, auto tailgate, USB charging port, reverse camera and sensor, Android audio system, round sensor, auto hold.",Honda Vezel (2021)
Opel Astra 1.4A Turbo,77800,13660,90600,1399,110,8-Mar-19,4.95,1,20062,20087,Front and Rear recording camera.,Opel Astra (2016-2022)
Mercedes-Benz C-Class C300 AMG Line Premium Plus,175777,25420,86000,1991,190,27-Aug-19,5.43,2,57385,75293,"360 View Parking Sensor, Sunroof, Multi Function Camera, Electric Seats With Memory, Apple CarPlay, 64 Color Ambient Lighting, Keyless Go.",Mercedes-Benz C-Class Saloon (2018-2022)
Kia Cerato Forte 1.6A SX ,14800,10250,165000,1591,92,22-Sep-10,0.44,5,13951,13951,Perfect short term drive. Cash payment welcome. Free servicing prior to handover.,Kia Cerato Forte (2009-2013)
Volvo XC60 T5 2.0A,32800,15560,100000,1969,180,27-Mar-15,0.01,3,33666,34133,"20' Sport Rims, Factory Fitted Audio System, Built In Navigation, Reverse Camera, keyless Entry, Side Step, Electric Tailgate, Electric Memory Seat",Volvo XC60 (2008-2017)
Volkswagen Jetta GP 1.4A TSI,34800,14370,118000,1390,90,21-Dec-15,0.74,3,19366,19366,"Leather seats. Factory audio system. Knockdown rear seats, rear passenger aircon, cruise control.",Volkswagen Jetta (2011-2017)
Mazda 3 1.5A Deluxe Sunroof,15800,15150,140000,1496,88,14-Jan-15,0.81,1,16941,6941,"Factory fitted infotainment system, HUD, leather seats, Sunroof.",Mazda 3 Sedan (2014-2019)
Nissan Qashqai 1.2A DIG-T,21800,13810,120000,1197,85,22-Jun-15,0.25,3,19084,9084,"Factory fitted infotainment system, nissanconnect, Bluetooth, automatic climate controls, ABS, factory rims, leather seats.",Nissan Qashqai (2014-2020)
Nissan Qashqai 1.2A DIG-T Premium,34988,14120,91438,1197,85,17-Mar-16,0.98,3,18974,13974,"Original BT with navi player, leather seats, new Yokohama tyre x4, high quality solar film, ori sports rim, auto side mirror, dash cam, reverse cam",Nissan Qashqai (2014-2020)
BMW 5 Series 530i M-Sport,123777,29730,60000,1998,185,31-Mar-17,3.02,1,53252,67854,"High Option Unit, M-Sport Bodykit, Electric Memory Seats, M-Sport Steering Wheel, M-Sport Rims, M-Sport Seats, HUD, Auto Tailgate, 360 Camera, Etc.",BMW 530i
BMW 2 Series 216d Gran Tourer Luxury,69998,17320,88107,1496,85,23-Jun-17,3.25,1,32369,27317,"As per factory intended. Knockdown Rear Seats, Rear Aircon, Electric Tailgate, Electric Memory Seat, Bluetooth, Navi, Reverse Camera, Full Keyless.",BMW 2 Series Gran Tourer Diesel (2015-2017)
Mazda CX-9 2.5A Turbo,150988,23360,53000,2488,170,18-Oct-19,5.57,1,35340,41476,"Sunroof, 20"" sports rims, Bose audio system, heads up display, lane assist, electric tailgate, blind spot sensor, reverse camera/sensors, LED DRL.",Mazda CX-9 (2017-2020)
BMW 5 Series 530i Luxury,109777,26290,102000,1998,185,28-Mar-17,3.01,1,49363,61109,"GPS Updated With PML, Bluetooth/AUX/USB Input, Dual Electric Seats, Gesture Control, Auto Tailgate, Ambient Lightings, Soft Closing Doors, 3 Keys.",BMW 530i
Honda Fit 1.3A,91388,13120,31000,1317,72,10-Dec-20,6.71,1,16464,6464,"Keyless Entry/start/stop, Touch Screen Audio System, Reverse Camera/sensors, Retractable Side Mirrors, Electric Parking Brake, Airbags.",Honda Fit (2020)
BMW 5 Series 530e Plug-in Hybrid,133888,20360,97000,1998,185,28-Nov-18,4.68,1,58255,76859,"Keyless entry, push button start, 360 surround camera, GPS/navigation, full digital cockpit, LED adaptive headlights, full electric memory seating.",BMW 5 Series Plug-in Hybrid (2017-2022)
Mercedes-Benz GLC-Class GLC250 4MATIC,92000,25750,67277,1991,155,3-Oct-16,2.53,3,44004,53606,"Factory fitted audio system, Bluetooth, dual electric memory seats, auto tailgate, auto climatic a/c, auto headlamp, reverse sensors.",Mercedes-Benz GLC-Class (2016-2023)
Mercedes-Benz CLA-Class CLA200 AMG Line ,119998,11990,129357,1595,115,14-Mar-14,10,4,29564,23390,"Dual electric/memory sports seats, multi function steering wheel, engine start/stop, upgraded CarPlay/Android Auto, reverse camera/sensors.",Mercedes-Benz CLA-Class (2013-2019)
Volkswagen Sportsvan 1.4A TSI Comfortline,52888,13890,88000,1395,92,22-May-17,3.08,2,22052,17873,"Auto rain sensors & headlights, reverse sensors, an Auto hold of electric handbrake, auto retractable side mirrors, fog lamps, tire pressure monitor.3",Volkswagen Golf (2012-2021)
Porsche Macan S 3.0A PDK,183800,44590,84000,2997,250,21-Mar-17,2.99,2,71424,100564,"20"" Porsche design rims, 14 ways leather seat, Bluetooth interface, reverse camera, multi function steering, navigation, Porsche sport exhaust.",Porsche Macan
SEAT Ateca 1.4A TSI Style,98988,15340,77000,1395,110,29-Oct-19,5.6,2,24316,26043,"Multi Function Steering Wheel, Keyless Entry/start/stop, Blindspot Monitoring System, Wireless Charger.",SEAT Ateca (2017-2024)
Mitsubishi Outlander 2.0A,90800,17060,140000,1998,110,20-Dec-18,4.74,1,19605,19605,"Leather upholstery, keyless start/stop button. Front and rear recording cameras.",Mitsubishi Outlander (2015-2023)
Mazda 3 1.5A Sunroof,35800,13210,176666,1496,88,30-Jun-16,2.27,3,16600,11600,Factory fitted audio system with Bluetooth. Leather upholstery. Knockdown rear seats. Sunroof. Auto retractable side mirrors. Reverse sensors.,Mazda 3 Sedan (2014-2019)
Toyota Corolla Altis 1.6A Classic,30800,15400,140000,1598,90,24-Aug-15,0.42,1,17804,17804,Well maintained exterior and interior. Bluetooth and touchscreen infotainment. GPS. Reverse camera.,Toyota Corolla Altis (2014-2019)
Subaru Forester 2.0A XT Sunroof,54988,16330,117000,1998,177,28-Dec-16,2.76,1,19595,19595,"Sunroof, Sports Rims, Brembo BBK, Multi Function Steering, Paddle Shifters, Electric Seats, Keyless Entry/start, Bluetooth, DRL, Auto Side Mirrors.",Subaru Forester (2013-2019)
Mazda 3 1.5A Sunroof,33888,13490,98000,1496,88,29-Apr-16,2.02,1,16084,11084,"Black leather seats, factory fitted audio system with Bluetooth connect, reverse sensors, knockdown rear seats.",Mazda 3 Sedan (2014-2019)
Audi A4 1.4A TFSI S-tronic,59888,16400,101000,1395,110,18-Jan-17,2.82,3,32219,27107,"Keyless entry/start stop, LED headlight, multi function steering wheel, sports rims, leather seats, Bluetooth.",Audi A4 Sedan (2016-2020)
Mazda 3 Mild Hybrid 1.5A Classic,104800,14930,62000,1496,88,5-Jan-21,6.79,1,21302,6823,"Sports rims, leather upholstery. Reverse camera and sensors. Factory fitted 8.8"" audio.",Mazda 3 Sedan Mild Hybrid (2019)
Kia Cerato 1.6A GT Line Sunroof,104800,13810,61000,1591,93,26-Feb-21,6.92,1,18039,18039,"Leather upholstery, recording camera. Android-Apple CarPlay. 17"" sport rims. Electric memory seat. Reverse cameras. Dual climatic aircon.",Kia Cerato (2018-2021)
Subaru Forester 2.0i-L Sunroof,50800,17910,114000,1995,110,10-Aug-16,2.38,1,16215,16215,"Sunroof, multi function steering, paddle shifters, electric seats, keyless entry/start, Bluetooth, DRL, auto retractable side mirrors.",Subaru Forester (2013-2019)
BMW X5 xDrive45e Plug-in Hybrid xLine,375888,36030,11000,2998,293,3-Oct-22,8.53,2,89368,136610,Same like brand new condition. Agent Warranty till 10/2027 Low mileage clocked. Still under warranty. Flexible bank or in house loan available. Call us to view now.,BMW X5 (2019-2023)
Mercedes-Benz E-Class E200 CGI ,80500,12490,135000,1796,135,16-Sep-10,6.44,3,53923,53923,"Reverse camera, paddle shift, front and back sensors. New black leather seats, Brand new 4 tyres.",Mercedes-Benz E-Class Saloon
Mazda 6 2.5A,60800,16100,102832,2488,141,27-Dec-16,2.76,2,28998,32598,1 owner only since day 1. Genuine low mileage done. Regular services by the previous owners. Come with bidder nice number. Flexible loan available. Welcome all trade in. Call our salesman now. Provide 12 months/20000KM warranty coverage period from the date purchase by Think One Autocare.,Mazda 6 Sedan (2013-2018)
Toyota Wish 1.8A X ,75800,12000,149088,1797,106,16-Jul-10,6.31,6,21562,21562,"Leather seats, sports rims, big Android player, reverse camera, rear 2 seat screen, keyless start.",Toyota Wish
Honda Freed 1.5A G 7-Seater,79800,14430,67000,1496,96,10-Dec-18,4.71,2,22414,23380,Pioneer media player with Bluetooth and reverse camera. Multi function steering with cruise control. Half-leather upholstery. Retractable side mirrors,Honda Freed (2016)
Lexus IS Turbo IS300,129800,21370,75100,1998,180,15-Mar-19,4.97,2,39083,46717,"DRL auto head lights, electric side mirrors, sensing wiper, keyless entry, rear aircon, electric ventilated seat, parking sensors/cam, drive mode, etc",Lexus IS 300 (2016-2020)
Honda Odyssey 2.4A EXV-S Sunroof,109888,19420,108700,2356,129,19-Nov-18,4.66,1,33352,38693,"Leather seat, sport rims, factory fitted audio system, GPS, Bluetooth, twin sliding doors.",Honda Odyssey
Mazda 3 1.5A Deluxe Sunroof,38800,14560,91000,1496,88,31-May-16,2.19,2,18865,13865,"Sunroof, electric leather seats, 16"" sports rims, factory fitted audio system with HUD, reverse sensors/camera, fog lights.",Mazda 3 Sedan (2014-2019)
Toyota Harrier 2.0A Elegance Panoramic Roof,76800,18610,71000,1986,111,4-Aug-17,3.37,1,29484,28278,"Upgraded Pioneer DVD player, Bluetooth/carplay, electric seat, sport rims, auto headlamp/climatic aircon, reverse sensors/camera, Panoramic Sunroof.",Toyota Harrier (2014-2021)
BMW 6 Series 630i Coupe Sunroof ,48800,13210,125000,2996,200,14-Dec-07,3.69,3,81245,89370,"Sunroof model. Powerful 3 litre engine, 6 speed auto gearbox, paddle shift feature. Sports rims, multi function steering",BMW 630i
Kia Cerato Forte Koup 1.6A SX Sunroof ,12800,13780,150000,1591,92,25-Feb-10,0.92,6,15754,15754,"Leather seats, upgraded sports rims, upgraded Android unit/BT/rev cam/sensor, multi function steering ctrl, fog light, driver ht. Adjustable seat.",Kia Cerato Forte Koup (2009-2013)
Proton Exora 1.6A M-Line ,9988,11680,187000,1597,93,29-Jan-10,0.85,3,14114,14114,"Premium leather seats, sports rims, aircon, audio player, solar films, reverse camera. Rain visors.",Proton Exora (2009-2015)
Volkswagen Tiguan 1.4A TSI Highline,139800,17320,43000,1395,110,28-Apr-21,7.01,2,29756,33659,"LED Plus Headlights, Factory Fitted Player With Apple Car Play, Smartphone Connect, Keyless Entry/start/stop, Reverse Camera And Etc.",Volkswagen Tiguan (2008-2011)
Maserati GranTurismo 4.2A ,115800,17510,110000,4244,298,17-Dec-10,6.61,6,99673,99673,"Multi function steering, electric seats, genuine leather, Fitted audio system.",Maserati GranTurismo (2008-2021)
Mercedes-Benz C-Class C180 Coupe ,83800,16750,90237,1595,115,28-Aug-14,5,2,32523,32533,essories Multi-function steering.Rear aircon.Knockdown rear seat.Auto headlight/rain sensor.Electric seats.Reverse/in-car cam.Cruise control!,Mercedes-Benz C-Class Saloon (2011-2014)
Porsche Macan 2.0A PDK ,193800,19370,128000,1984,174,5-May-15,10,2,61025,81845,Keyless entry and start stop. Driver and passenger side electronic and memory seats. Original sports seats as well!,Porsche Macan (2014-2019)
Toyota Harrier 2.0A Premium Panoramic Roof,58800,16750,93000,1986,111,8-Sep-16,2.46,2,34332,35065,"Panoramic roof, auto tailgate, premium sports rim, luxury leather seats and interior, factory fitted touch screen audio, reverse sensors/camera.",Toyota Harrier (2014-2021)
McLaren 650S Spider ,588000,58770,58000,3798,478,29-Jun-15,10,3,301507,514713,"Full black/Alcantara interior in contrast stitching. Meridian sound system, GPS, reverse camera, light-weight forged rims and more.",McLaren 650S Spider (2014-2017)
Lexus CT Hybrid CT200h Executive,26800,25890,176000,1798,100,30-Sep-14,0.52,2,38932,26505,"Cruise control, ambient light added, facelift body kit, front twin electric seat, auto headlight, keyless start, heater seat, surrounding sensor, etc.",Lexus CT Hybrid (2011-2017)
Audi A3 Sportback 1.0A TFSI S-tronic,95000,16550,39500,999,85,28-Mar-19,5.01,2,22826,23957,"LED auto headlights, auto fold mirrors/wipers, keyless entry & engine start/stop, rear aircon, electric driver seat, all round sensors. Sporty bodykit",Audi S3 Sportback (2009-2013)
BMW X5 xDrive35i 7-Seater Sunroof ,108800,15300,132000,2979,225,6-Sep-11,7.02,3,72318,72318,"Highline Sunroof, Bluetooth, 2 zone climate aircon, auto tailgate, 360 surround reverse camera, pull up window shades, soft door closure & sidesteps.",BMW X5 (2007-2013)
Hyundai Avante 1.6A Elite Sunroof,114000,15710,41000,1598,90,3-Apr-21,7.03,3,21430,7002,"Wireless CarPlay/Android Auto, Driving Assistance, Lane Assist, Electric leather seat, SSR Rims, wireless charging, sunroof, front and rear camera.",Hyundai Avante (2020-2024)
BMW 6 Series 630i Gran Turismo Luxury Sunroof,299988,26640,3605,1998,182,28-Jun-23,9.26,1,68003,106008,"Panoramic roof, multifunctional instrument display Apple CarPlay/Android, full leather seats, Harmon Kardon sound system, BMW laser light.",BMW 6 Series Gran Turismo Mild Hybrid (2021-2024)
Honda Civic 1.6A VTi,52000,15320,81000,1597,92,16-Dec-16,2.73,3,20173,20243,Pristine condition and regularly maintained unit. No consignment agents or dealers please. WhatsApp to arrange for viewing.,Honda Civic (2016-2021)
Nissan Kicks e-POWER Hybrid 1.2A Premium Plus,106800,14740,51000,1198,95,12-Jan-21,6.8,1,25572,12801,"Multi function steering wheel, Android headunit, Apple CarPlay, auto headlights, cruise control, reverse camera and sensors, 17"" sports rims.",Nissan Kicks e-POWER Hybrid (2020)
Mercedes-Benz CLA-Class CLA180 ,113700,11360,87000,1595,90,15-Oct-14,10,4,26532,19145,"Electric memory leather seats,reverse camera,factory fitted audio system, multi function steering control, reverse sensors, retractable side mirrors",Mercedes-Benz CLA-Class (2013-2019)
BMW 2 Series 216d Gran Tourer,64500,15970,60000,1496,85,29-May-17,3.18,2,32369,27317,"Factory fitted audio system with Bluetooth, navigation, reverse camera, sports rims, contactless boot release tailgate, memory seats.",BMW 2 Series Gran Tourer Diesel (2015-2017)
MINI Cooper S 1.6A Mayfair Sunroof ,70888,11330,162000,1598,135,24-Jun-10,6.25,4,27603,27603,"Twin sunroof.Sport rims, sporty interior, rear knockdown seats, Harman Kardon speakers, auto rain and light sensors.",MINI Cooper S (2007-2014)
BMW 2 Series 216d Gran Tourer,57988,17240,100000,1496,85,31-Oct-16,2.61,1,31478,26070,"Factory Fitted Audio System With Bluetooth/navigation, Reverse Camera, Sports Rims, Contactless Boot Release Tailgate, Memory Seats, Sport/eco Modes.",BMW 2 Series Gran Tourer Diesel (2015-2017)
Toyota Alphard 2.5A Elegance Moonroof,188000,27920,99000,2494,134,21-Nov-19,5.66,1,48189,59465,"Digital rear mirror, blind spot monitor, ambient lighting, electric memory seat, dual sliding doors, electric pilot seat, power tailgate.New camera.",Toyota Alphard (2015-2021)
Mercedes-Benz E-Class E200 Mild Hybrid Avantgarde,231800,23840,17000,1991,155,29-Jun-22,8.27,1,53902,69024,"18"" sports rims, 10.25"" touchscreen infotainment with CarPlay/Android Auto, electric tailgate, lane assist, park assist, 360 surround parking camera.",Mercedes-Benz E-Class Saloon Mild Hybrid (2020)
Nissan Qashqai 1.2A DIG-T,33800,14820,147746,1197,85,19-Jan-16,0.82,1,18454,13454,factory fitted accessories.,Nissan Qashqai (2014-2020)
Lexus NX Turbo NX200t Executive,99800,24780,58100,1998,175,24-Mar-17,3,1,41971,50760,"Leather Seats, Sports Rims, Factory Fitted Audio System, Bluetooth, Reverse Camera, Navigation System, Electric Seats, Electric Tailgate.",Lexus NX 300 (2015-2021)
Nissan Qashqai 1.2A DIG-T Premium,31868,15200,96000,1197,85,17-Nov-15,0.65,2,18413,13413,"Sport rims, New Android audio system, Bluetooth, cruise control, reverse camera and sensor, keyless entry/start.",Nissan Qashqai (2014-2020)
Honda Shuttle Hybrid 1.5A,78800,14820,69500,1496,101,23-Jan-19,4.83,1,22924,14094,"Don't Miss this unit. Keyless entry/start/stop, Bluetooth, electric folding mirror, front and back recorder, DVD player, reverse camer",Honda Shuttle Hybrid (2015)
Mercedes-Benz GLC-Class GLC250 Coupe 4MATIC,133000,27440,100000,1991,155,19-Dec-17,3.74,1,49023,60633,"Sports rims, dual electric memory seats, electric tailgate, reverse camera, cruise control, multi steering control, Sunroof, Sidesteps",Mercedes-Benz GLC-Class Coupe (2016-2023)
